gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
1,29.0,106,0,0,411.6,6.0,46.65,62.0,3.0,2.0,1.0,0
0,49.0,115,0,1,217.5,14.2,24.65,138.0,3.0,4.0,2.0,0
1,41.0,118,0,0,283.2,8.2,32.1,100.0,7.0,3.0,3.5,0
1,59.5,138,0,0,291.45,9.0,33.03,102.0,3.0,3.0,3.5,0
0,43.0,162,0,0,276.75,11.6,31.37,82.0,3.0,4.0,1.0,0
1,46.0,90,1,0,222.3,9.2,25.19,97.0,1.0,3.0,3.5,0
1,43.0,104,0,0,195.75,13.0,22.19,63.0,6.0,4.0,0.0,0
1,30.0,165,0,0,225.75,10.3,25.59,93.0,2.0,3.0,1.0,0
1,41.0,87,0,1,227.1,3.000000000000001,25.74,109.0,0.0,1.5,1.0,0
0,44.0,36,0,0,236.4,11.9,26.79,99.0,1.0,4.0,0.0,0
1,47.0,138,1,0,253.95,9.4,28.78,77.0,9.0,3.0,1.0,0
0,59.5,151,0,0,234.6,7.7,26.59,141.0,6.0,3.0,3.5,0
0,41.0,148,0,0,303.0,10.9,34.34,90.0,3.0,3.0,1.0,0
1,29.0,45,0,1,294.9,11.9,33.42,108.0,3.0,4.0,0.0,0
0,35.0,50,0,1,288.9,7.9,32.74,101.0,2.0,3.0,2.0,0
1,36.0,150,0,0,253.8,12.6,28.76,107.0,3.0,4.0,1.0,0
1,37.0,102,1,0,350.7,12.8,39.75,106.0,3.0,4.0,0.0,0
1,29.0,99,0,0,297.3,8.7,33.69,113.0,3.0,3.0,3.5,0
0,41.0,132,0,0,265.05,9.1,30.04,120.0,4.0,3.0,2.0,0
1,49.0,31,0,1,150.15,5.9,17.02,131.0,3.0,2.0,0.0,0
1,38.0,106,0,0,331.05,8.7,37.52,113.0,5.0,3.0,1.0,0
1,36.0,201,0,1,288.0,15.1,32.64,125.0,3.0,5.0,1.0,0
0,32.0,77,0,0,93.6,5.7,10.61,64.0,6.0,2.0,3.5,0
1,43.0,102,0,0,172.2,12.0,19.52,101.0,4.0,4.0,0.0,0
0,22.0,94,0,0,236.85,8.0,26.84,84.0,5.0,3.0,3.5,0
1,36.0,174,0,1,332.7,12.4,37.71,109.0,9.0,4.0,1.0,0
0,24.0,56,0,1,182.55,12.7,20.69,98.0,3.0,4.0,1.0,0
1,38.0,106,0,0,171.6,3.000000000000001,19.45,78.0,0.0,1.5,2.0,0
0,39.0,132,0,1,231.9,9.1,26.28,90.0,4.0,3.0,1.0,0
0,29.0,27,0,0,290.7,9.2,32.95,124.0,3.0,3.0,0.0,0
0,46.0,152,0,0,295.65,7.4,33.51,100.0,4.0,2.0,3.0,0
1,41.0,101,0,0,372.9,6.1,42.26,86.0,3.0,2.0,3.0,0
0,30.0,139,0,1,144.3,12.9,16.35,84.0,10.0,4.0,2.0,0
1,24.0,98,0,0,257.55,7.8,29.19,130.0,6.0,3.0,1.0,0
0,30.0,141,0,1,323.1,7.8,36.62,89.0,6.0,3.0,1.0,0
0,43.0,103,0,0,297.75,12.4,33.75,124.0,5.0,4.0,0.0,0
1,36.0,76,0,0,409.05,7.7,46.36,105.0,2.0,3.0,0.0,0
0,29.0,87,0,0,482.11875,9.4,54.6375,128.0,4.0,3.0,2.0,0
1,52.0,103,0,0,369.75,11.7,41.91,96.0,4.0,4.0,1.0,0
1,33.0,112,0,0,365.1,12.8,41.38,94.0,2.0,4.0,1.0,0
1,59.5,118,0,0,200.1,5.9,22.68,129.0,4.0,2.0,1.0,0
0,40.0,157,0,0,294.0,7.9,33.32,81.0,6.0,3.0,1.0,0
1,27.0,50,0,1,321.45,10.6,36.43,130.0,4.0,3.0,1.0,0
0,49.0,178,0,0,413.1,13.6,46.82,126.0,3.0,4.0,1.0,0
1,36.0,163,0,1,347.85,12.3,39.42,74.0,3.0,4.0,2.0,0
0,42.0,121,1,1,381.15,8.7,43.2,129.0,4.0,3.0,3.0,0
1,38.0,18,0,0,410.4,8.2,46.51,120.0,4.0,3.0,1.0,0
1,36.0,131,0,1,103.65,9.1,11.75,94.0,4.0,3.0,0.0,0
1,39.0,120,0,0,298.2,9.9,33.8,81.0,3.0,3.0,2.0,0
1,39.0,127,0,0,331.5,6.8,37.57,96.0,4.0,2.0,2.0,0
0,41.0,122,0,0,365.7,13.7,41.45,84.0,8.0,4.0,2.0,0
0,25.0,66,0,1,382.35,5.4,43.33,95.0,3.0,2.0,2.0,0
0,54.0,110,0,0,277.65,6.3,31.47,104.0,4.0,2.0,3.0,0
0,35.0,36,0,0,175.65,9.0,19.91,108.0,2.0,3.0,0.0,0
0,44.0,108,0,0,369.3,9.4,41.85,95.0,5.0,3.0,1.0,0
1,46.0,126,0,0,339.3,6.4,38.45,110.0,2.0,2.0,0.0,0
0,32.0,84,0,1,238.65,13.0,27.05,108.0,10.5,4.0,1.0,0
1,33.0,35,0,0,223.95,8.9,25.38,104.0,6.0,3.0,2.0,0
0,43.0,137,0,0,220.8,10.2,25.02,105.0,4.0,3.0,1.0,0
1,32.0,66,0,0,384.45,6.2,43.57,135.0,7.0,2.0,2.0,0
1,33.0,98,0,0,325.2,11.0,36.86,79.0,9.0,3.0,0.0,0
1,59.5,156,0,0,268.2,7.5,30.4,77.0,3.0,3.0,1.0,0
0,35.0,22,0,1,273.15,12.7,30.96,102.0,4.0,4.0,3.0,0
1,44.0,111,0,0,286.95,6.4,32.52,107.0,3.0,2.0,2.0,0
1,23.0,91,0,0,229.5,10.3,26.01,76.0,10.5,3.0,1.0,0
0,59.0,176,0,1,424.8,7.2,48.14,104.0,6.0,2.0,1.0,0
0,29.0,182,0,0,157.35,8.0,17.83,91.0,5.0,3.0,2.0,0
0,32.0,29,0,0,295.2,12.7,33.46,98.0,7.0,4.0,2.0,0
1,29.0,189,0,0,312.45,11.3,35.41,120.0,5.0,4.0,3.0,0
0,37.0,106,1,0,306.0,13.3,34.68,102.0,3.0,4.0,3.0,0
1,55.0,79,0,0,320.4,8.8,36.31,154.5,3.0,3.0,2.0,0
1,42.0,96,0,1,263.7,11.1,29.89,105.0,2.0,3.0,2.0,0
1,49.0,140,0,0,353.25,11.5,40.04,111.0,4.0,4.0,2.0,0
0,25.0,58,0,0,168.3,13.9,19.07,78.0,1.0,4.0,0.0,0
0,39.0,56,0,0,379.8,4.4,43.04,133.0,4.0,2.0,1.0,0
0,44.0,122,0,1,219.6,15.6,24.89,91.0,4.0,5.0,2.0,0
1,46.0,153,0,0,183.75,8.0,20.83,71.0,3.0,3.0,2.0,0
1,46.0,138,0,0,200.85,15.4,22.76,139.0,3.0,5.0,1.0,0
0,49.0,99,1,0,363.45,11.3,41.19,93.0,3.0,4.0,0.0,0
0,35.0,131,0,1,289.05,10.9,32.76,59.0,6.0,3.0,2.0,0
1,44.0,114,0,0,254.4,7.4,28.83,124.0,8.0,2.0,1.0,0
1,29.0,86,0,1,296.85,10.1,33.64,120.0,9.0,3.0,0.0,0
0,47.0,154,0,0,287.1,10.2,32.54,121.0,3.0,3.0,3.0,0
0,38.0,51,0,0,389.85,15.3,44.18,112.0,1.0,5.0,1.0,0
1,37.0,118,0,1,256.2,9.6,29.04,98.0,5.0,3.0,3.5,0
0,46.0,106,0,0,315.9,12.4,35.8,88.0,1.0,4.0,2.0,0
1,39.0,108,1,1,195.15,13.6,22.12,80.0,5.0,4.0,3.0,0
1,30.0,166,0,0,331.05,12.4,37.52,102.0,9.0,4.0,1.0,0
1,46.0,131,0,0,141.6,13.1,16.05,108.0,9.0,4.0,2.0,0
1,32.0,64,0,0,309.3,13.6,35.05,96.0,2.0,4.0,1.0,0
0,42.0,76,1,0,361.5,9.9,40.97,67.0,1.0,3.0,1.0,0
0,36.0,127,0,0,399.9,5.9,45.32,119.0,2.0,2.0,1.0,0
1,23.0,72,0,0,248.85,12.0,28.2,120.0,5.0,4.0,2.0,0
0,39.0,1,0,1,312.0,8.1,35.36,144.0,9.0,3.0,1.0,0
1,44.0,114,0,1,231.6,10.3,26.25,103.0,5.0,3.0,0.0,0
0,26.0,118,0,0,231.9,12.6,26.28,102.0,5.0,4.0,2.0,0
0,36.0,93,1,1,338.55,14.0,38.37,125.0,7.0,4.0,1.0,0
1,23.0,117,0,0,153.45,15.7,17.39,93.0,10.0,5.0,3.0,0
1,22.0,120,0,0,318.15,5.3,36.06,96.0,5.0,2.0,1.0,0
0,30.0,108,0,0,254.4,9.3,28.83,78.0,4.0,3.0,0.0,0
0,34.0,131,0,0,169.2,10.1,19.18,105.0,5.0,3.0,0.0,0
0,32.0,83,0,1,233.85,13.1,26.5,105.0,5.0,4.0,3.0,0
0,33.0,62,0,0,421.5,3.000000000000001,47.77,74.0,0.0,1.5,1.0,0
0,32.0,157,0,1,291.45,7.1,33.03,114.0,5.0,2.0,1.0,0
0,41.0,132,0,0,149.25,9.7,16.92,124.0,3.0,3.0,0.0,0
1,51.0,149,0,0,356.4,9.1,40.39,111.0,9.0,3.0,0.0,0
0,30.0,165,0,0,364.35,3.000000000000001,41.29,126.0,0.0,1.5,1.0,0
1,37.0,83,1,0,407.25,11.7,46.16,105.0,4.0,4.0,1.0,0
1,42.0,24,0,0,398.4,11.1,45.15,105.0,6.0,3.0,2.0,0
1,36.0,107,1,0,351.15,10.0,39.8,100.0,3.0,3.0,1.0,0
1,46.0,62,0,1,279.6,11.1,31.69,103.0,3.0,3.0,2.0,0
0,39.0,100,0,0,160.5,12.8,18.19,74.0,3.0,4.0,3.5,0
1,23.0,122,1,1,324.6,12.7,36.79,99.0,4.0,4.0,1.0,0
1,27.0,153,0,0,277.95,15.1,31.5,124.0,3.0,5.0,1.0,0
1,44.0,2,1,0,198.15,9.1,22.46,119.0,1.0,3.0,2.0,0
0,41.0,130,0,0,102.6,10.4,11.63,139.0,4.0,3.0,0.0,0
0,36.0,109,0,0,333.3,10.9,37.77,88.0,5.0,3.0,1.0,0
1,59.5,93,1,1,281.25,12.1,31.88,127.0,4.0,4.0,1.0,0
0,27.0,91,0,1,348.6,12.3,39.51,128.0,3.0,4.0,3.0,0
0,33.0,115,0,1,213.15,9.6,24.16,114.0,4.0,3.0,1.0,0
1,33.0,156,0,0,185.55,13.1,21.03,82.0,4.0,4.0,1.0,0
0,33.0,73,0,0,319.5,13.5,36.21,89.0,3.0,4.0,0.0,0
0,57.0,128,0,1,334.35,10.8,37.89,101.0,4.0,3.0,0.0,0
0,59.0,135,0,0,395.7,8.4,44.85,112.0,2.0,3.0,3.5,0
0,34.0,115,1,0,374.85,15.3,42.48,121.0,6.0,5.0,1.0,0
0,32.0,3,0,1,101.1,11.4,11.46,93.0,2.0,4.0,2.0,0
1,37.0,66,0,1,160.05,12.1,18.14,117.0,2.0,4.0,1.0,0
1,36.0,161,0,0,332.55,6.5,37.69,113.0,4.0,2.0,3.0,0
0,26.0,149,0,0,103.65,6.3,11.75,53.0,3.0,2.0,1.0,0
1,38.0,140,0,0,224.7,8.1,25.47,124.0,2.0,3.0,1.0,0
1,39.0,120,0,1,359.1,7.7,40.7,132.0,3.0,3.0,0.0,0
0,39.0,111,0,1,308.25,14.0,34.94,95.0,4.0,4.0,1.0,0
0,48.0,136,0,1,135.6,13.1,15.37,115.0,4.0,4.0,0.0,0
0,42.0,129,1,0,401.1,5.9,45.46,146.0,4.0,2.0,1.0,0
0,47.0,152,0,0,151.8,7.5,17.2,124.0,3.0,3.0,2.0,0
0,54.0,79,0,0,62.85,11.4,7.12,55.0,5.0,4.0,1.0,0
1,31.0,144,0,1,377.4,12.2,42.77,97.0,3.0,4.0,2.0,0
1,24.0,91,0,0,231.6,11.7,26.25,81.0,4.0,4.0,3.5,0
1,36.0,80,0,0,299.7,5.5,33.97,94.0,4.0,2.0,1.0,0
1,35.0,58,1,1,214.2,8.9,24.28,105.0,4.0,3.0,1.0,0
1,41.0,126,0,0,384.75,7.0,43.61,122.0,5.0,2.0,3.0,0
1,45.0,117,0,1,331.95,4.4,37.62,87.0,4.0,2.0,0.0,0
1,42.0,87,0,0,284.25,13.4,32.22,93.0,3.0,4.0,1.0,0
0,37.0,93,0,0,407.4,10.9,46.17,121.0,3.0,3.0,2.0,0
0,34.0,106,0,0,311.85,14.4,35.34,143.0,7.0,4.0,3.5,0
1,35.0,121,0,0,255.6,11.2,28.97,87.0,3.0,4.0,0.0,0
1,42.0,139,0,0,201.6,10.2,22.85,125.0,2.0,3.0,3.5,0
0,24.0,132,0,0,176.4,8.8,19.99,94.0,5.0,3.0,1.0,0
0,41.0,88,0,0,303.3,11.8,34.37,99.0,2.0,4.0,2.0,0
1,36.0,74,1,0,188.7,14.1,21.39,143.0,4.0,4.0,1.0,0
1,21.0,150,0,0,268.35,13.8,30.41,100.0,3.0,4.0,3.5,0
1,32.0,78,0,0,224.55,9.7,25.45,126.0,8.0,3.0,0.0,0
1,32.0,87,0,0,166.35,6.2,18.85,131.0,5.0,2.0,1.0,0
1,38.0,86,0,1,235.8,8.4,26.72,109.0,5.0,3.0,3.0,0
1,33.0,87,0,0,257.4,13.8,29.17,114.0,4.0,4.0,0.0,0
0,37.0,30,0,0,254.85,11.4,28.88,93.0,7.0,4.0,1.0,0
1,28.0,159,1,0,385.65,8.8,43.71,82.0,6.0,3.0,1.0,0
0,30.0,134,0,1,214.35,10.8,24.29,96.0,6.0,3.0,1.0,0
0,41.0,181,1,0,241.95,14.1,27.42,98.0,3.0,4.0,0.0,0
1,30.0,164,0,0,240.9,9.0,27.3,112.0,3.0,3.0,1.0,0
1,24.0,67,0,1,368.1,7.5,41.72,136.0,6.0,3.0,1.0,0
1,30.0,153,0,1,353.4,15.4,40.05,103.0,9.0,5.0,0.0,0
0,38.0,75,0,0,175.95,12.2,19.94,82.0,3.0,4.0,1.0,0
1,34.0,125,0,0,273.45,11.6,30.99,96.0,7.0,4.0,2.0,0
1,38.0,30,0,0,217.5,7.1,24.65,134.0,4.0,2.0,3.0,0
1,57.0,124,1,0,366.9,11.3,41.58,114.0,4.0,4.0,1.0,0
0,48.0,82,0,1,245.7,8.8,27.85,95.0,2.0,3.0,2.0,0
1,35.0,174,0,0,288.15,11.4,32.66,54.0,4.0,4.0,1.0,0
1,59.5,56,0,0,295.5,10.6,33.49,91.0,6.0,3.0,2.0,0
1,27.0,94,0,0,265.65,5.9,30.11,108.0,4.0,2.0,1.0,0
0,37.0,56,0,0,339.0,6.9,38.42,142.0,10.5,2.0,1.0,0
1,35.0,90,0,0,268.8,9.2,30.46,58.0,6.0,3.0,2.0,0
0,37.0,56,0,0,136.65,11.9,15.49,89.0,8.0,4.0,2.0,0
0,58.0,107,0,0,184.65,9.3,20.93,82.0,5.0,3.0,0.0,0
0,23.0,80,0,0,297.15,9.3,33.68,76.0,3.0,3.0,3.0,0
0,52.0,117,0,1,324.0,11.8,36.72,112.0,4.0,4.0,0.0,0
0,24.0,55,0,1,333.75,9.7,37.83,114.0,2.0,3.0,1.0,0
1,31.0,177,0,0,127.35,7.5,14.43,66.0,5.0,3.0,2.0,0
1,43.0,110,0,0,111.75,9.8,12.67,101.0,7.0,3.0,3.0,0
0,41.0,148,0,1,313.8,16.5,35.56,105.0,4.0,5.0,2.0,0
1,42.0,74,0,0,300.6,10.0,34.07,118.0,2.0,3.0,1.0,0
1,39.0,163,0,1,329.4,13.8,37.33,88.0,8.0,4.0,2.0,0
1,45.0,118,0,0,379.8,9.7,43.04,108.0,7.0,3.0,2.0,0
1,45.0,98,0,0,407.1,11.1,46.14,118.0,6.0,3.0,3.5,0
0,42.0,81,0,0,230.25,6.3,26.1,86.0,2.0,2.0,2.0,0
1,39.0,81,0,0,249.3,13.2,28.25,68.0,2.0,4.0,3.5,0
1,20.0,193,0,0,145.2,10.9,16.46,115.0,5.0,3.0,2.0,0
0,46.0,128,0,1,213.45,16.0,24.19,81.0,6.0,5.0,1.0,0
1,57.0,151,0,0,268.05,9.8,30.38,101.0,4.0,3.0,0.0,0
0,50.0,78,0,0,243.45,10.1,27.59,100.0,3.0,3.0,2.0,0
0,45.0,148,0,0,186.6,11.3,21.15,99.0,6.0,4.0,0.0,0
0,38.0,100,0,0,353.7,7.3,40.09,122.0,1.0,2.0,2.0,0
1,33.0,171,0,1,334.8,10.2,37.94,90.0,3.0,3.0,3.0,0
1,33.0,139,0,0,354.9,11.1,40.22,118.0,2.0,3.0,1.0,0
0,40.0,123,0,0,238.65,6.5,27.05,120.0,1.0,2.0,1.0,0
1,31.0,132,0,1,302.85,13.7,34.32,92.0,5.0,4.0,0.0,0
0,59.5,66,0,0,250.95,10.6,28.44,118.0,5.0,3.0,1.0,0
1,39.0,132,0,0,244.8,6.2,27.74,90.0,10.0,2.0,1.0,0
1,40.0,49,0,0,179.1,12.4,20.3,153.0,7.0,4.0,2.0,0
1,40.0,208,0,0,156.9,6.5,17.78,67.0,8.0,2.0,2.0,0
0,34.0,68,0,0,374.85,8.9,42.48,98.0,6.0,3.0,2.0,0
1,43.0,111,0,0,198.9,12.7,22.54,101.0,2.0,4.0,3.5,0
1,35.0,76,0,0,254.25,10.0,28.82,92.0,3.0,3.0,0.0,0
1,35.0,71,0,0,154.95,9.0,17.56,98.0,2.0,3.0,2.0,0
1,30.0,74,0,0,244.05,8.7,27.66,80.0,6.0,3.0,0.0,0
0,42.0,86,0,1,332.4,9.0,37.67,105.0,2.0,3.0,1.0,0
1,38.0,123,0,0,193.05,10.8,21.88,132.0,5.0,3.0,0.0,0
1,40.0,1,0,1,274.65,8.4,31.13,110.0,2.0,3.0,0.0,0
0,26.0,101,0,0,262.35,8.5,29.73,93.0,5.0,3.0,1.0,0
1,49.0,92,0,1,251.1,11.2,28.46,110.0,3.0,4.0,3.5,0
0,59.5,119,0,0,390.15,10.0,44.22,89.0,2.0,3.0,1.0,0
0,38.0,150,0,1,261.6,11.0,29.65,130.0,4.0,3.0,1.0,0
1,52.0,91,0,1,243.45,9.2,27.59,94.0,4.0,3.0,0.0,0
1,32.0,36,0,0,303.6,10.2,34.41,127.0,2.0,3.0,3.0,0
0,34.0,13,0,0,289.8,9.7,32.84,104.0,2.0,3.0,3.5,0
0,35.0,44,1,0,93.45,10.8,10.59,108.0,3.0,3.0,1.0,0
1,23.0,131,0,1,374.4,7.6,42.43,92.0,3.0,3.0,3.0,0
1,51.0,116,0,1,345.9,11.1,39.2,76.0,2.0,3.0,0.0,0
0,31.0,36,0,0,266.85,10.8,30.24,102.0,6.0,3.0,2.0,0
1,50.0,97,0,0,327.0,6.4,37.06,110.0,8.0,2.0,3.0,0
0,59.5,122,0,0,205.05,8.6,23.24,110.0,4.0,3.0,0.0,0
0,29.0,43,0,0,252.6,11.1,28.63,102.0,2.0,3.0,1.0,0
1,34.0,43,0,0,345.3,9.2,39.13,100.0,3.0,3.0,0.0,0
0,55.0,107,0,1,298.35,12.6,33.81,76.0,4.0,4.0,3.0,0
1,42.0,82,0,0,151.5,13.3,17.17,93.0,2.0,4.0,0.0,0
1,57.0,86,0,0,264.45,6.2,29.97,78.0,3.0,2.0,0.0,0
0,28.0,59,0,0,269.1,14.7,30.5,105.0,3.0,4.0,0.0,0
1,38.0,64,0,0,145.8,10.4,16.52,92.0,6.0,3.0,2.0,0
0,29.0,195,0,0,94.8,5.1,10.74,99.0,3.0,2.0,0.0,0
1,25.0,172,0,0,317.55,6.5,35.99,136.0,9.0,2.0,1.0,0
1,22.0,173,0,1,348.6,5.0,39.51,102.0,5.0,2.0,3.0,0
0,34.0,91,0,1,262.95,5.6,29.8,76.0,10.5,2.0,1.0,0
1,37.0,52,0,0,322.05,9.4,36.5,114.0,4.0,3.0,2.0,0
1,33.0,137,0,0,261.6,10.2,29.65,121.0,5.0,3.0,0.0,0
1,51.0,71,0,0,357.0,11.8,40.46,134.0,10.0,4.0,0.0,0
0,44.0,109,1,1,325.8,9.3,36.92,76.0,3.0,3.0,0.0,0
0,43.0,89,0,0,295.65,12.8,33.51,106.0,3.0,4.0,1.0,0
1,25.0,64,0,1,231.9,13.3,26.28,99.0,3.0,4.0,1.0,0
1,31.0,133,0,0,331.65,8.4,37.59,84.0,3.0,3.0,3.5,0
0,40.0,123,0,0,157.5,14.9,17.85,93.0,5.0,5.0,0.0,0
0,34.0,46,0,0,315.3,13.1,35.73,116.0,7.0,4.0,1.0,0
1,28.0,101,0,0,286.05,8.8,32.42,111.0,8.0,3.0,1.0,0
0,33.0,142,1,1,286.65,9.8,32.49,60.0,3.0,3.0,0.0,0
0,44.0,133,1,0,382.05,8.0,43.3,103.0,3.0,3.0,0.0,0
1,33.0,101,0,0,358.5,13.5,40.63,93.0,8.0,4.0,1.0,0
1,34.0,122,0,0,60.46875000000003,12.7,6.857499999999998,58.0,2.0,4.0,1.0,0
1,26.0,62,1,0,239.55,13.9,27.15,105.0,6.0,4.0,0.0,0
1,29.0,86,0,0,257.7,9.7,29.21,108.0,5.0,3.0,1.0,0
1,44.0,121,0,0,272.25,8.5,30.86,103.0,5.0,3.0,1.0,0
0,37.0,100,0,1,369.9,13.0,41.92,109.0,5.0,4.0,1.0,0
1,30.0,95,0,1,248.55,9.8,28.17,91.0,6.0,3.0,0.0,0
0,22.0,106,1,1,405.45,14.4,45.95,133.0,7.0,4.0,1.0,0
0,37.0,81,0,1,315.6,9.7,35.77,120.0,4.0,3.0,0.0,0
1,59.5,184,0,0,354.6,13.8,40.19,94.0,4.0,4.0,1.0,0
0,51.0,135,1,1,259.65,14.6,29.43,78.0,10.5,4.0,0.0,0
1,46.0,90,0,0,114.15,10.8,12.94,89.0,3.0,3.0,0.0,0
1,34.0,168,0,0,193.2,11.2,21.9,128.0,2.0,4.0,1.0,0
0,33.0,36,0,1,229.2,9.1,25.98,74.0,2.0,3.0,1.0,0
0,40.0,102,0,0,261.75,8.5,29.67,110.0,5.0,3.0,0.0,0
0,34.0,120,0,1,300.45,10.5,34.05,116.0,4.0,3.0,0.0,0
0,40.0,63,1,1,298.5,11.0,33.83,92.0,6.0,3.0,1.0,0
0,31.0,77,0,0,358.8,10.3,40.66,81.0,2.0,3.0,3.5,0
1,57.0,47,0,1,245.25,7.8,27.8,87.0,4.0,3.0,2.0,0
1,40.0,98,0,1,241.8,4.4,27.4,92.0,8.0,2.0,3.5,0
1,49.0,21,0,0,219.0,6.8,24.82,108.0,7.0,2.0,0.0,0
0,40.0,105,0,0,369.6,3.8,41.89,151.0,4.0,2.0,0.0,0
0,41.0,74,0,0,423.75,9.4,48.03,115.0,4.0,3.0,1.0,0
1,41.0,145,0,0,281.85,4.8,31.94,108.0,4.0,2.0,2.0,0
0,38.0,132,0,1,261.75,10.3,29.67,76.0,9.0,3.0,1.0,0
1,37.0,64,0,0,243.9,14.2,27.64,122.0,3.0,4.0,1.0,0
0,26.0,51,0,0,322.2,10.2,36.52,66.0,5.0,3.0,0.0,0
0,38.0,157,0,0,414.3,3.000000000000001,46.95,79.0,4.0,1.5,3.0,0
1,32.0,109,1,0,402.6,9.7,45.63,84.0,8.0,3.0,2.0,0
